id	filename	md5	size	state
085aabb0-88fa-4abb-9a3e-0098d0e7d6ac	085aabb0-88fa-4abb-9a3e-0098d0e7d6ac/002c7f6b-6916-42df-b7bc-a31e0f83f0cf.FPKM.txt.gz	26a1f4ee386e2f471b20517acc8272fc	306005	validated
086b1b37-97cc-43eb-9147-440098c103cd	086b1b37-97cc-43eb-9147-440098c103cd/1f97e7d5-ce14-43db-8eea-19f7e2dfead1.FPKM.txt.gz	ea23a9cdbbebf983ed92fca55c26cca8	310446	validated
08e85df3-340f-40ce-abfd-e938d2549232	08e85df3-340f-40ce-abfd-e938d2549232/fb2f4ef0-70d7-4294-981b-f889d1f4cde8.FPKM.txt.gz	9e1d46baad6d5957b050ef21c300532d	305507	validated
099d0104-1ead-47f9-863c-b79245399483	099d0104-1ead-47f9-863c-b79245399483/6695cad2-41bc-4601-b287-4c5dde714337.FPKM.txt.gz	fcabf460993bf7744009cf8a04f4282c	303800	validated
09fa6b50-f772-4da2-881c-7d01895e5fcd	09fa6b50-f772-4da2-881c-7d01895e5fcd/bf759c42-0d87-4ca7-8e18-bb2815467434.FPKM.txt.gz	e9d46412fdbf82c2b4f468d2b0bcb9f0	297031	validated
0ab174a8-86bd-4772-8fb3-2a4aa304ed59	0ab174a8-86bd-4772-8fb3-2a4aa304ed59/901d7291-e037-45fb-ad08-96b0d347641c.FPKM.txt.gz	9baa444338b571e52985ecdbdd776ca4	312551	validated
0b075164-1f55-4421-8065-c8f030756f28	0b075164-1f55-4421-8065-c8f030756f28/c03f9c2e-402d-4261-838f-c8ddb8c8e4b9.FPKM.txt.gz	5c0cff6ea9ef3b692829e87c6acd6c30	308344	validated
0b16a9c7-cd03-4542-a617-96f8a0dca51c	0b16a9c7-cd03-4542-a617-96f8a0dca51c/3b6d8eda-8ab6-4829-91a6-6b3bf516772b.FPKM.txt.gz	1b2a0ce396a7826356af1e319fc712ae	304919	validated
0b5bfc5f-05fd-4c56-b035-1c5f9a09cbfc	0b5bfc5f-05fd-4c56-b035-1c5f9a09cbfc/d0206da2-d8b5-4df9-ab63-082630724c2a.FPKM.txt.gz	2be4a17dd17278db8407a8f190fb46fb	327549	validated
0bdaa162-9461-4ade-83ba-c4698a1125c1	0bdaa162-9461-4ade-83ba-c4698a1125c1/a697e5fd-e4d7-4dce-bc89-4f7a92bee980.FPKM.txt.gz	4c323414d0e563ef447cec9cc574a0da	302406	validated
0bdecadb-fcd2-483c-9520-da88189a292e	0bdecadb-fcd2-483c-9520-da88189a292e/c1dea768-8ed2-4607-b1e7-fcc84a49416a.FPKM.txt.gz	af5a7bb4b6bfb7c4950b6672fff0ddda	292390	validated
0bed9eef-fd85-481f-abc4-e2524fc224f2	0bed9eef-fd85-481f-abc4-e2524fc224f2/2bfb1bf1-cb2f-448d-8331-6114a7bedc28.FPKM.txt.gz	0d488846ef25d33ff7be164c2e6e3a0c	307534	validated
0bef5392-78e9-4476-a5db-1d8ff75df48e	0bef5392-78e9-4476-a5db-1d8ff75df48e/911c505b-6c96-43ba-b95e-4d683baa1339.FPKM.txt.gz	60935671a4c3f038b8057e0101da5979	302785	validated
0c2c756c-89ad-459d-a3a9-40d7c6b91ea7	0c2c756c-89ad-459d-a3a9-40d7c6b91ea7/8b655723-4c39-4eb8-a70a-3c90f4048ea9.FPKM.txt.gz	fb22e27aad1b4a627b43a2fe6dfd5a29	317493	validated
0c5ffe53-c501-44c1-ab69-67298b9ecb6b	0c5ffe53-c501-44c1-ab69-67298b9ecb6b/f471d8fc-9986-47ce-8d03-d93b66111b8b.FPKM.txt.gz	332346fb23b6b3445c179bddca2f0fc2	298775	validated
0d720954-c0cd-452b-9e65-1c68cde1eb1b	0d720954-c0cd-452b-9e65-1c68cde1eb1b/45a6471a-3e6f-45a4-a853-9232c7656a42.FPKM.txt.gz	4f786f340c47197173074a60099f0aad	294392	validated
0d9b778a-50ae-4915-ad97-1f99844d445c	0d9b778a-50ae-4915-ad97-1f99844d445c/81946be0-9a0e-4637-a2cd-2569bc928992.FPKM.txt.gz	d568d0a405b61da98b6c5b38e8b03539	295287	validated
0da85a1d-b960-4a0c-8f5b-1a614242a7a4	0da85a1d-b960-4a0c-8f5b-1a614242a7a4/a39138ab-1b69-44ec-960a-7e6b0ade1563.FPKM.txt.gz	bb992ccc967f6a281fe28a0fa89fa1d1	314923	validated
0de48db0-d057-4f49-92a7-b381b62adda1	0de48db0-d057-4f49-92a7-b381b62adda1/e607f6b8-4920-4074-8bbf-67193148d187.FPKM.txt.gz	8ffc077e9cebff5deb51554e514144f9	297342	validated
0ef55a83-b9f4-4624-a64a-5eb5a8787d5c	0ef55a83-b9f4-4624-a64a-5eb5a8787d5c/6f5b7fe8-a98d-4e9c-9923-2a1641762d2f.FPKM.txt.gz	e513b635dc6b83883889de54dcf46ec1	295455	validated
0ef9fb48-9df4-4d0e-98b3-8dd41bc408d2	0ef9fb48-9df4-4d0e-98b3-8dd41bc408d2/555cd66b-1186-4b12-9ea8-a1bb1eb89d47.FPKM.txt.gz	e740736924d0b8bf006089b296fe745a	310171	validated
0f2b3ca5-ad8e-488d-b748-5ab6024eeb86	0f2b3ca5-ad8e-488d-b748-5ab6024eeb86/79d23868-0835-4fb3-be36-49b822981ed5.FPKM.txt.gz	1579e325b5e86b7cf0a1b4d47f35395f	302494	validated
0f310434-ef51-433b-a87c-09581fb645be	0f310434-ef51-433b-a87c-09581fb645be/421bf4fe-6d2e-4d6c-9555-7b8d6b19a908.FPKM.txt.gz	e27bb3c5de86840ca1ec0dc079eb48c5	313940	validated
0f464008-2c5f-4189-b48f-683eefcdf75b	0f464008-2c5f-4189-b48f-683eefcdf75b/de135ca0-8d72-42d0-9b7b-ac55977c808d.FPKM.txt.gz	2279c967d1f4183e6a4b13092ad74a9e	308068	validated
0f7d1b83-5574-4927-9fcf-3c0bc9282dfd	0f7d1b83-5574-4927-9fcf-3c0bc9282dfd/c209bf72-fcd8-46f4-8f10-5973676acc3a.FPKM.txt.gz	5ea57d962d8cbbc2cc74323b96338edd	302113	validated
10160348-9fa4-488f-a3f3-3b6d6ec94fc4	10160348-9fa4-488f-a3f3-3b6d6ec94fc4/f87675be-20d9-4bef-8c27-493ae9d84567.FPKM.txt.gz	14951d55cf762ef105d50f9909ec37e4	307718	validated
108427e4-67cb-4cd1-bb4e-db8138d31476	108427e4-67cb-4cd1-bb4e-db8138d31476/05d523aa-1258-4173-90c1-dbfc4e849bb7.FPKM.txt.gz	a0b5c69e358e349ad9eb99c25bb19f08	305568	validated
117ddc75-b987-41c5-b6b8-986f67627d08	117ddc75-b987-41c5-b6b8-986f67627d08/9b59658e-4b88-4ddf-88d7-fb01079309a4.FPKM.txt.gz	60d8209c7e9c478267839f06d3dbb981	299705	validated
11868308-1bea-4ecc-80c2-66fa646febff	11868308-1bea-4ecc-80c2-66fa646febff/e5379f3d-a12e-45f4-b5eb-dd96e835dcfd.FPKM.txt.gz	c96a079aebf80b691aa6640171412dfa	314321	validated
118b2975-1e0b-4f4c-b4c3-fb3a41dae3f0	118b2975-1e0b-4f4c-b4c3-fb3a41dae3f0/403774db-641a-476f-bf4a-7cf1bd192c8a.FPKM.txt.gz	2d2b57fd0a12669d9874ddbb5bfe388a	311594	validated
11de0fe1-dd8f-413e-8db9-4061a4821ea9	11de0fe1-dd8f-413e-8db9-4061a4821ea9/4a27b0b8-4d06-4352-a3ad-42358ab91fa2.FPKM.txt.gz	f8682c0d140e0643417f6ef3ffbab209	302412	validated
11fee134-4c4d-4fd3-810e-260234641e06	11fee134-4c4d-4fd3-810e-260234641e06/4fde7a90-fec0-4f15-a0f5-3de8f399d528.FPKM.txt.gz	6ee03b7a640cd2a4ccbabd7108b0da5c	296715	validated
1247f0c0-5598-453f-ae49-375eb07596a4	1247f0c0-5598-453f-ae49-375eb07596a4/b81bc019-800f-4ddf-b611-e84de19129c0.FPKM.txt.gz	f86cb0a2cf9c4eeac46ffa0b315bd083	305881	validated
12561b11-133e-40c3-9640-982bce0bc5c7	12561b11-133e-40c3-9640-982bce0bc5c7/2478dcff-1f80-48db-85c3-0491dd5bba73.FPKM.txt.gz	d32cdcea120ea78512765820c2bcf269	302203	validated
12faab6d-22d6-454b-a16f-96eddfca3d35	12faab6d-22d6-454b-a16f-96eddfca3d35/10492388-5be7-40d0-9dcb-f1d93dd4797a.FPKM.txt.gz	e15590376724070f1492525d208b4a5d	309869	validated
12fbff60-48eb-4021-bbdf-27b28fe2260f	12fbff60-48eb-4021-bbdf-27b28fe2260f/99ff093a-671b-40da-9778-30b022b135a6.FPKM.txt.gz	61b18fe5f94bb56df9e5fa69180e7ff5	291639	validated
1346f64c-7f3d-4b10-8bd1-9cda38cdc5b7	1346f64c-7f3d-4b10-8bd1-9cda38cdc5b7/73652f80-d891-43ec-ad58-5349a717aaf9.FPKM.txt.gz	e48b5b55651163f52ef47d933099ab10	289406	validated
135c7f4a-8b8f-4d5a-ab93-a09ff456b69c	135c7f4a-8b8f-4d5a-ab93-a09ff456b69c/ca4efb0d-7244-4591-bba7-0020caaef7f5.FPKM.txt.gz	3a393841af84bb6e7cbc79afeaa71cfb	300626	validated
13a6febe-cd80-48aa-b6eb-59579c9d618e	13a6febe-cd80-48aa-b6eb-59579c9d618e/3f9534d3-e958-43b8-ac37-8b813d0d3928.FPKM.txt.gz	26b8411ef245bb62634f975229222a52	303849	validated
13aeb127-e77f-4f08-ae9d-c17c43651b4d	13aeb127-e77f-4f08-ae9d-c17c43651b4d/07022fb4-e784-4e26-a09b-cc63da16e544.FPKM.txt.gz	3b462eed4473015b10efad2034578ac2	306064	validated
140531ec-d763-406f-a333-a1ac3fb04cbe	140531ec-d763-406f-a333-a1ac3fb04cbe/19a31c88-4f8c-47ad-8b7d-a6638f3a238a.FPKM.txt.gz	f02c210cc7c80e204a65f9b70e89f9ee	294590	validated
15da21ba-519b-4121-9208-f6311de9f3de	15da21ba-519b-4121-9208-f6311de9f3de/7fe0b4ae-db6a-4f52-99ed-b15a4ed5cc1a.FPKM.txt.gz	231ddfc27aa7d639b7100bda564d5256	311900	validated
15f8ee7c-b4a7-4e57-a47b-5619ebd0c8cc	15f8ee7c-b4a7-4e57-a47b-5619ebd0c8cc/4af6ac01-0ca7-4da6-be8d-93c5480a83b5.FPKM.txt.gz	323c094a07a2ab5fc12d257b183f9a61	308248	validated
16290996-16c9-4b8d-8921-42049d3dbeb8	16290996-16c9-4b8d-8921-42049d3dbeb8/54b2aafc-7c3a-4695-a0eb-d1577bf945df.FPKM.txt.gz	c51d0d9550d273abc6c5c495914710c9	302015	validated
1687d8d7-6212-4feb-a3e3-915b7ed21a59	1687d8d7-6212-4feb-a3e3-915b7ed21a59/7e5e6e78-a71e-4ae7-808d-0b09765af9b3.FPKM.txt.gz	e727eb4c46246294205ecf8d0c8eebbb	293902	validated
16c72c79-cdb6-48d0-9398-d7ebfd3000e4	16c72c79-cdb6-48d0-9398-d7ebfd3000e4/053a30f2-7627-4ef1-897a-974dd197b79e.FPKM.txt.gz	20434cf30c4bbc6b9288122d7034660d	311034	validated
16e18530-3d55-48e9-947b-78c8e73c9325	16e18530-3d55-48e9-947b-78c8e73c9325/a812f6d6-d0c1-4e52-af7a-33b7821c3683.FPKM.txt.gz	b4560a992fc9b81dd790df21ad714873	306230	validated
175ebf27-5949-4130-b5d2-5aa66282c265	175ebf27-5949-4130-b5d2-5aa66282c265/1436e381-3fd9-4560-96ef-2d1c6f7168e1.FPKM.txt.gz	bb3d3b25e7238b25491de7974a1bf9d1	295173	validated
17af7319-fd4c-4e4d-8fed-f97969e570d0	17af7319-fd4c-4e4d-8fed-f97969e570d0/6c021e5a-e0fc-402b-a6a3-d613b6a52c94.FPKM.txt.gz	d8ef1f1ea72c644b8e8e9bdf5eb871cb	300201	validated
17c80b3b-bd92-428b-a727-692cf5f534a4	17c80b3b-bd92-428b-a727-692cf5f534a4/42971a48-ceda-497c-bc8a-caefbe8861fe.FPKM.txt.gz	4bd1693ce4dba5cfd21236eba22ec975	308170	validated
1803c7a8-e513-4aa0-93d2-2655869715e2	1803c7a8-e513-4aa0-93d2-2655869715e2/eff24072-b738-4a22-98fe-1b1ce25d6302.FPKM.txt.gz	1508d704a35c3d2eb0e0857da2f7a7c4	297289	validated
19988ac4-c979-4026-bb3a-5106363762b9	19988ac4-c979-4026-bb3a-5106363762b9/554ecc05-5be7-446b-ad05-5b750d0c9234.FPKM.txt.gz	2a426e57718d0ae614a52ca1516d358c	304607	validated
19d408b0-517a-40da-b3ec-cdb172a160f9	19d408b0-517a-40da-b3ec-cdb172a160f9/28868b2b-583b-4ed7-a8a0-d0a71a70ce74.FPKM.txt.gz	6d18170e93a74db40b7325da741c9b85	297257	validated
1ba8d805-338f-445f-81a5-61c208335518	1ba8d805-338f-445f-81a5-61c208335518/16239376-cc19-4efa-a0c0-5b760d3cdeb7.FPKM.txt.gz	3f0fae757a3075d7d8140597967c5fd1	299634	validated
1bd6b446-42e5-4592-9ca4-bf9302e8ef37	1bd6b446-42e5-4592-9ca4-bf9302e8ef37/6de2024e-582b-4394-8bc7-e4ff797c1390.FPKM.txt.gz	71c0829cef41b577e2987e22a7eb7979	296752	validated
1bf7ecf1-f47d-471a-b25d-58f4271a2c0e	1bf7ecf1-f47d-471a-b25d-58f4271a2c0e/21fb2548-5a88-446f-8d93-e23853b190a6.FPKM.txt.gz	b4f48f44428c43d972d5bcfb29d8f93e	293257	validated
1d2b5e14-17c4-4a5e-b0f8-31d7deb828e0	1d2b5e14-17c4-4a5e-b0f8-31d7deb828e0/1d7d9d56-7584-4fac-9702-f7e7d31392fb.FPKM.txt.gz	2eee76baafd77dc4819edecf86ae3a9d	302726	validated
1d8f3bf1-1a0d-48fb-b4eb-501543df1235	1d8f3bf1-1a0d-48fb-b4eb-501543df1235/11e4cafe-eb2e-411a-b141-c45260f62858.FPKM.txt.gz	2e1b7ed2f42fe4a9c3067e515a8ca35e	305450	validated
1db950db-fbce-47c7-853f-7cc2cdd7ed8e	1db950db-fbce-47c7-853f-7cc2cdd7ed8e/d60f15be-f76f-44ac-ad60-b0379ebb9400.FPKM.txt.gz	979d73b180d1100dc9b42f999973273a	307170	validated
1e3f6963-e1f8-4116-abb2-462b18baf68a	1e3f6963-e1f8-4116-abb2-462b18baf68a/812a763f-10f5-4a8b-83c6-1373ff34126e.FPKM.txt.gz	c10f14f0cef0c94a0241928bd0b9694d	295111	validated
1eecbf67-3e9d-4e86-9e46-1560829e23eb	1eecbf67-3e9d-4e86-9e46-1560829e23eb/69d94fae-eae6-4ca8-8fbf-af32ceceab48.FPKM.txt.gz	f5ef0fdc4d991ff07a764dc326e8aa1d	307667	validated
1f33538c-a1d5-4492-b465-5dcb45bb6d8f	1f33538c-a1d5-4492-b465-5dcb45bb6d8f/7a476bcd-c075-4b7d-8cb5-0f9a5427601e.FPKM.txt.gz	1faebb34b7f606d8d7ea4ae42b1b632b	303644	validated
1f4e3d58-adf8-4f7e-951f-53b778906e42	1f4e3d58-adf8-4f7e-951f-53b778906e42/a7798871-1a93-4880-9bb0-bff8214abdf6.FPKM.txt.gz	e8c7e9c649e0acd5cca6d0d5fbe4bf82	301600	validated
1ff62c5d-0c18-4d8d-8bf4-a8b519034fd7	1ff62c5d-0c18-4d8d-8bf4-a8b519034fd7/506934f1-9f14-44e8-9a4e-58e1f6abbc1e.FPKM.txt.gz	59514c813c4e822907bdda34c1eecd8a	315461	validated
203406e2-5b51-4518-9e17-b527b1149d55	203406e2-5b51-4518-9e17-b527b1149d55/f45d6350-5db5-4458-9877-2a511578fb56.FPKM.txt.gz	7ef12322a3e96be2c85e3feddd4c3e66	306241	validated
208a5c1d-465e-42ed-b6c2-a98abc8dd12e	208a5c1d-465e-42ed-b6c2-a98abc8dd12e/2dee236e-d1a7-4dcc-9008-8db6955842a2.FPKM.txt.gz	4160d217e22f73d4ad39e327f7adfbbc	304672	validated
2091580b-30d8-4fa2-8923-2e785b361789	2091580b-30d8-4fa2-8923-2e785b361789/fbe93dbb-24ac-4654-80eb-0631b5272476.FPKM.txt.gz	1f3b2005f568daef946e0eb76e212ce5	300145	validated
20ba545f-4749-49aa-9073-f238901bf259	20ba545f-4749-49aa-9073-f238901bf259/18bcac5e-57f1-43b9-a15b-f5af74e60a97.FPKM.txt.gz	b692826bc7cf062684f5a6d71959dcec	308333	validated
20d25a97-c495-46c5-a4a3-4bf7cd90a9f1	20d25a97-c495-46c5-a4a3-4bf7cd90a9f1/3248e467-67e7-4040-acbd-aad15388c1f2.FPKM.txt.gz	1a93c018a9e0f70cce208eb34b1c5a49	303748	validated
20d7add9-feeb-4705-88c2-8e21902891ef	20d7add9-feeb-4705-88c2-8e21902891ef/b1d77bf7-7967-4173-8619-cace231661e0.FPKM.txt.gz	1924bd4f6c099fd9cca06a2ea66dbe7b	296250	validated
21b40749-55c5-4565-b7eb-f400b3c05bd6	21b40749-55c5-4565-b7eb-f400b3c05bd6/022afb77-ddef-46d6-ab24-91dd4cc40806.FPKM.txt.gz	d282688646cb20b8e8ce4ef00a5eaecb	311526	validated
21d41688-90e5-4047-93b7-70cc183a97c7	21d41688-90e5-4047-93b7-70cc183a97c7/e6bcb4de-186b-4cf0-9c2c-fc3e85be9803.FPKM.txt.gz	28292314c48946359bad352efde6f3a3	301257	validated
2209e09c-f16e-4eec-925d-97855c64187c	2209e09c-f16e-4eec-925d-97855c64187c/3fc244e8-c571-4a12-856f-dc41ab4bafbc.FPKM.txt.gz	de3ffeb098dfc05645dd303400abef2b	296812	validated
224b2007-ba9d-4e4c-b7d7-3a0a2cf7e479	224b2007-ba9d-4e4c-b7d7-3a0a2cf7e479/e6fb93c5-93db-44a2-abef-45628623e631.FPKM.txt.gz	0469cfef23b38c339102e8971e4eeb93	295799	validated
225dd070-da8a-4c11-a117-8c55b4727563	225dd070-da8a-4c11-a117-8c55b4727563/a5645473-8f5c-4819-a1f7-636ceceed22c.FPKM.txt.gz	b3afef46c9b723e6b35d80ed76a79a40	321285	validated
23083db9-65bc-4e19-8c40-328620e0215e	23083db9-65bc-4e19-8c40-328620e0215e/7c858012-02cc-45f6-b802-f75de09f2029.FPKM.txt.gz	924b55f6ed7064f1b5da8f973b9e49b7	297905	validated
230c01cd-bf76-4bb9-9615-3bd1ef5bd6a6	230c01cd-bf76-4bb9-9615-3bd1ef5bd6a6/33df5249-7157-4d71-81ab-4d1ecff7bacd.FPKM.txt.gz	552bb3de695291698a9ec6c7175bba8b	300542	validated
231a6d67-bc18-4a4f-aa2b-fd6a06d4a03b	231a6d67-bc18-4a4f-aa2b-fd6a06d4a03b/b349df54-80a9-4c7a-9169-2698742a6a8b.FPKM.txt.gz	974bbbf49dcb1bf4f52afa96f19aa1b4	300810	validated
240733d8-a7ba-4af8-81ea-071cbc589666	240733d8-a7ba-4af8-81ea-071cbc589666/c1039aa1-9341-45b2-a341-c767b09ad2cc.FPKM.txt.gz	d16b5bba7659389fbe763de76c05209b	301458	validated
24916c79-c286-437e-9b60-5221ff8485c3	24916c79-c286-437e-9b60-5221ff8485c3/ec170102-1e1a-4c02-b74c-67c4593f3b86.FPKM.txt.gz	72e090f3aa9aae6a0bc1acee4d2268dc	308353	validated
24d9580f-b2b2-446f-9b2f-fe45e200afff	24d9580f-b2b2-446f-9b2f-fe45e200afff/3b142ee8-0822-4d40-9a08-a7ee6d6616da.FPKM.txt.gz	8e63fe9d0295d2d92f8741e7aad1a027	302642	validated
24dbdb51-8439-4890-97eb-e79288263b98	24dbdb51-8439-4890-97eb-e79288263b98/a916f8cd-e3a0-4bab-a97b-8c97df014be9.FPKM.txt.gz	abc1ec85e41ef5b9643da663016f7393	307522	validated
25145cc5-127e-4cd2-883a-3519df5581ea	25145cc5-127e-4cd2-883a-3519df5581ea/83011967-6eca-4487-b140-365a04c17fc9.FPKM.txt.gz	448f6dc118d29f0e0a9084bdc9087eec	306365	validated
260face9-5899-442a-924d-aff1729cdbf0	260face9-5899-442a-924d-aff1729cdbf0/bf323481-e113-4356-83a1-058cff2a24c6.FPKM.txt.gz	13db388e5fd1df3a0057ae5e8ae67029	297846	validated
2690c0b0-5017-43b5-88da-ea5d50e11aee	2690c0b0-5017-43b5-88da-ea5d50e11aee/477d1035-20b5-4d2f-b127-1fe25a56e72d.FPKM.txt.gz	2511266925ee37cff66d1ea006c0e670	312235	validated
2713f7ef-7b20-4e85-8437-5f274631b05a	2713f7ef-7b20-4e85-8437-5f274631b05a/d673dff4-8440-4f5e-93e0-c18b926d3d68.FPKM.txt.gz	b69f833a22c5b17e6e0b883c4ad02b64	308281	validated
275a61e1-eb5d-4339-bec6-cef5216b9e70	275a61e1-eb5d-4339-bec6-cef5216b9e70/d66db025-2380-4258-b273-ebb2754bf1c5.FPKM.txt.gz	4bf3f5895690e7ac6747b6b82b9728b5	297856	validated
27875c9c-0b0c-471c-a368-7fe6784631d2	27875c9c-0b0c-471c-a368-7fe6784631d2/b0e85075-53f1-4786-b974-e0d8132cff32.FPKM.txt.gz	6ca8a78d7fca0a7e0fa39b258d8f4bc4	304048	validated
27c985b7-587e-4725-8dfc-675a47e7fe56	27c985b7-587e-4725-8dfc-675a47e7fe56/343da074-325a-4242-ba08-527f8149a7ab.FPKM.txt.gz	bb7c44125f75024c56af7acae2ef403b	305615	validated
